customer_customerNumber,customer_customerName,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_status,customerorder_orderNumber,customerorder_orderDate,customerorder_requiredDate,customerorder_dispatchDate,customerorder_orderStatusID,customerorder_customerNumber,customerfeedback_customerfeedbackID,customerfeedback_foodquality,customerfeedback_servicequality,customerfeedback_pricetovalue,customerfeedback_ambiance,customerfeedback_comment,orderdetail_productCode,orderdetail_quantityOrdered,orderdetail_priceEach,product_productName,product_productDescription,product_quantityInStock,product_costOfProduction,product_sellingPrice,productcategory_productCategoryID,productcategory_categoryName,productcategory_categoryDescription,orderstatus_orderStatusID,orderstatus_status,branch_branchCode,branch_phone,branch_addressLine1,branch_addressLine2,branch_postalCode,branch_county,branch_subCounty
538,[Business] Hilton Lodge,Alain,Odhiambo,0746460529,835 Koinange St,Apt 64,22274,Garissa,Muhoroni,0,259,2023-06-11 00:51:59,2023-06-15 00:40:37,2023-06-11 17:42:25,3,538,3858,2,2,3,2,Service was slow.,P078,5,30.00,Atayef,"Sweet stuffed pancakes, typically filled with nuts or cream.",100,10.00,30.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
581,Kiptoo Malema,Kiptoo,Malema,0725264727,662 Donholm Rd,Apt 52,42734,Tharaka-Nithi,Nakuru Town,0,267,2023-01-03 05:32:34,2023-01-08 03:24:59,2023-01-05 01:23:22,1,581,4154,2,2,2,1,Uncomfortable chairs.,P001,1,20.00,Ugali,"A staple food made from maize flour, cooked with water to a dough-like consistency.",100,10.00,20.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
581,Kiptoo Malema,Kiptoo,Malema,0725264727,662 Donholm Rd,Apt 52,42734,Tharaka-Nithi,Nakuru Town,0,267,2023-01-03 05:32:34,2023-01-08 03:24:59,2023-01-05 01:23:22,1,581,4154,2,2,2,1,Uncomfortable chairs.,P022,3,60.00,Mbaazi,Pigeon peas cooked in coconut milk.,70,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
355,Mwangi Abdi,Mwangi,Abdi,0705672038,396 Eastleigh Rd,Apt 7,18762,Kitui,Kasarani,1,303,2023-05-16 05:02:28,2023-05-20 02:45:25,2023-05-18 01:49:29,1,355,2576,5,5,5,5,Loved the seasonal menu options.,P089,7,70.00,Waakye,"A Ghanaian dish of rice and beans cooked with millet leaves, served with various sides.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
355,Mwangi Abdi,Mwangi,Abdi,0705672038,396 Eastleigh Rd,Apt 7,18762,Kitui,Kasarani,1,303,2023-05-16 05:02:28,2023-05-20 02:45:25,2023-05-18 01:49:29,1,355,2576,5,5,5,5,Loved the seasonal menu options.,P079,6,50.00,Chechebsa,Flatbread pieces mixed with spiced clarified butter.,80,20.00,50.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
355,Mwangi Abdi,Mwangi,Abdi,0705672038,396 Eastleigh Rd,Apt 7,18762,Kitui,Kasarani,1,303,2023-05-16 05:02:28,2023-05-20 02:45:25,2023-05-18 01:49:29,1,355,2576,5,5,5,5,Loved the seasonal menu options.,P032,4,350.00,Mbuzi Choma,"Grilled goat meat, seasoned with salt and spices.",50,200.00,350.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
515,Mutiso Yusuf,Mutiso,Yusuf,0726620643,485 Ngong Rd,Apt 3,10678,Laikipia,Embakasi,1,314,2021-11-24 21:53:59,2021-11-26 15:01:19,2021-11-26 09:30:19,2,515,3721,5,5,5,5,Lovely presentation of dishes.,P030,5,200.00,Kuku Stew,"Chicken stew cooked with potatoes, carrots, and peas.",60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
515,Mutiso Yusuf,Mutiso,Yusuf,0726620643,485 Ngong Rd,Apt 3,10678,Laikipia,Embakasi,1,314,2021-11-24 21:53:59,2021-11-26 15:01:19,2021-11-26 09:30:19,2,515,3721,5,5,5,5,Lovely presentation of dishes.,P044,2,150.00,Supu ya Kuku,Chicken soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
755,[Business] Severin Lodge,Alaine,Yusuf,0794468761,101 Ngong Rd,Apt 50,57148,Nairobi,Gilgil,0,329,2022-04-12 02:21:14,2022-04-12 20:31:56,2022-04-16 09:21:02,3,755,5379,3,3,3,3,Dirty tables.,P059,7,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
755,[Business] Severin Lodge,Alaine,Yusuf,0794468761,101 Ngong Rd,Apt 50,57148,Nairobi,Gilgil,0,329,2022-04-12 02:21:14,2022-04-12 20:31:56,2022-04-16 09:21:02,3,755,5379,3,3,3,3,Dirty tables.,P061,8,70.00,Wali wa Nazi na Samaki,Coconut rice served with fish.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
156,[Business] Serena Suites,Pierrette,Mugabe,0756445863,951 Donholm Rd,Apt 27,75804,Mandera,Embakasi,0,355,2024-08-23 04:39:05,2024-08-23 15:45:02,2024-08-24 09:32:41,1,156,1119,4,3,3,4,The steak was overcooked.,P023,1,20.00,Kaimati,Sweet dumplings coated in sugar syrup.,100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
156,[Business] Serena Suites,Pierrette,Mugabe,0756445863,951 Donholm Rd,Apt 27,75804,Mandera,Embakasi,0,355,2024-08-23 04:39:05,2024-08-23 15:45:02,2024-08-24 09:32:41,1,156,1119,4,3,3,4,The steak was overcooked.,P006,8,200.00,Pilau,"Spiced rice dish cooked with meat, typically beef or chicken.",70,100.00,200.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
156,[Business] Serena Suites,Pierrette,Mugabe,0756445863,951 Donholm Rd,Apt 27,75804,Mandera,Embakasi,0,355,2024-08-23 04:39:05,2024-08-23 15:45:02,2024-08-24 09:32:41,1,156,1119,4,3,3,4,The steak was overcooked.,P028,8,150.00,Matumbo,"Tripe stew cooked with onions, tomatoes, and spices.",50,70.00,150.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
204,[Business] Diani Hotel,Michel,Mwangi,0763571526,314 Eastleigh Rd,Apt 91,50160,Nyeri,Gilgil,1,360,2024-06-28 09:15:55,2024-07-03 06:27:30,2024-07-03 19:04:35,4,204,1473,4,4,5,4,The music was just right.,P008,7,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",4,Delivered,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
204,[Business] Diani Hotel,Michel,Mwangi,0763571526,314 Eastleigh Rd,Apt 91,50160,Nyeri,Gilgil,1,360,2024-06-28 09:15:55,2024-07-03 06:27:30,2024-07-03 19:04:35,4,204,1473,4,4,5,4,The music was just right.,P088,5,100.00,Banga Soup,"A rich and flavorful Nigerian soup made from palm nut extract, meat, and spices.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
360,Emmanuelle Mugisha,Emmanuelle,Mugisha,0743527411,405 Mombasa Rd,Apt 18,13557,Meru,Gilgil,0,361,2021-01-28 03:28:16,2021-01-30 10:07:11,2021-02-01 14:14:18,5,360,2614,2,2,1,3,The cutlery was dirty.,P001,2,20.00,Ugali,"A staple food made from maize flour, cooked with water to a dough-like consistency.",100,10.00,20.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,5,Cancelled,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
360,Emmanuelle Mugisha,Emmanuelle,Mugisha,0743527411,405 Mombasa Rd,Apt 18,13557,Meru,Gilgil,0,361,2021-01-28 03:28:16,2021-01-30 10:07:11,2021-02-01 14:14:18,5,360,2614,2,2,1,3,The cutlery was dirty.,P035,5,70.00,Ndizi na Nyama,Green bananas cooked with meat and spices.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",5,Cancelled,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
427,Pierrette Odhiambo,Pierrette,Odhiambo,0742123984,812 Donholm Rd,Apt 22,84381,Eldoret,Naivasha,0,443,2023-11-15 13:36:24,2023-11-19 05:04:43,,3,427,3110,3,3,3,3,Noisy kitchen staff.,P008,8,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
4,[Business] Sarova Lodge,Pauline,Munyao,0772541740,408 Gigiri Rd,Apt 25,76409,Embu,Gilgil,0,523,2024-01-01 06:44:48,2024-01-05 02:26:06,,3,4,20,2,3,3,2,Food lacked flavor.,P072,3,20.00,Injera,Sourdough flatbread made from teff flour.,100,10.00,20.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
4,[Business] Sarova Lodge,Pauline,Munyao,0772541740,408 Gigiri Rd,Apt 25,76409,Embu,Gilgil,0,523,2024-01-01 06:44:48,2024-01-05 02:26:06,,3,4,20,2,3,3,2,Food lacked flavor.,P013,2,70.00,Omena,"Small dried fish, typically fried with onions and tomatoes.",80,30.00,70.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
4,[Business] Sarova Lodge,Pauline,Munyao,0772541740,408 Gigiri Rd,Apt 25,76409,Embu,Gilgil,0,523,2024-01-01 06:44:48,2024-01-05 02:26:06,,3,4,20,2,3,3,2,Food lacked flavor.,P091,3,80.00,Bunny Chow,"A hollowed-out loaf of bread filled with curry, typically made with chicken, lamb, or beans.",70,40.00,80.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
627,Kamau Osman,Kamau,Osman,0710278089,806 Gigiri Rd,Apt 5,3378,Embu,Naivasha,0,560,2024-10-23 16:20:39,2024-10-27 00:33:46,2024-10-24 22:38:10,2,627,4473,2,2,2,2,Portions were small.,P098,7,70.00,Malva Pudding,"A sweet, spongy dessert made with apricot jam and served with a creamy sauce.",80,30.00,70.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
627,Kamau Osman,Kamau,Osman,0710278089,806 Gigiri Rd,Apt 5,3378,Embu,Naivasha,0,560,2024-10-23 16:20:39,2024-10-27 00:33:46,2024-10-24 22:38:10,2,627,4473,2,2,2,2,Portions were small.,P005,5,70.00,Githeri,A traditional Kikuyu dish of boiled maize and beans.,80,30.00,70.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
426,Wanjiku Munywe,Wanjiku,Munywe,0708077422,134 Kisumu Ave,Apt 33,63707,Mombasa,Kasarani,0,599,2024-07-14 06:06:20,2024-07-16 16:26:54,2024-07-14 15:44:04,2,426,3098,1,2,1,1,Portions were small.,P036,7,60.00,Maharagwe ya Nazi,Beans cooked in coconut milk.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
426,Wanjiku Munywe,Wanjiku,Munywe,0708077422,134 Kisumu Ave,Apt 33,63707,Mombasa,Kasarani,0,599,2024-07-14 06:06:20,2024-07-16 16:26:54,2024-07-14 15:44:04,2,426,3098,1,2,1,1,Portions were small.,P009,7,50.00,Samosa,Deep-fried pastry filled with spiced meat or vegetables.,100,20.00,50.00,9,Fried Dishes,"Dishes that are deep-fried, often using batter or dough, and served as snacks or accompaniments.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
630,[Business] Hemingways Hotel,Jacqueline,Ochieng,0713730005,65 Parklands Rd,Apt 3,51845,Embu,Langata,1,605,2024-02-09 00:54:32,2024-02-11 21:22:45,,2,630,4497,5,5,4,5,The reservation process was smooth.,P007,1,80.00,Mukimo,"Mashed potatoes mixed with maize, beans, and greens.",90,40.00,80.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
630,[Business] Hemingways Hotel,Jacqueline,Ochieng,0713730005,65 Parklands Rd,Apt 3,51845,Embu,Langata,1,605,2024-02-09 00:54:32,2024-02-11 21:22:45,,2,630,4497,5,5,4,5,The reservation process was smooth.,P077,1,50.00,Gomen,"Collard greens cooked with onions, garlic, and ginger.",100,20.00,50.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
630,[Business] Hemingways Hotel,Jacqueline,Ochieng,0713730005,65 Parklands Rd,Apt 3,51845,Embu,Langata,1,605,2024-02-09 00:54:32,2024-02-11 21:22:45,,2,630,4497,5,5,4,5,The reservation process was smooth.,P096,7,30.00,Pap,"A porridge made from maize meal, often served as a side dish with meat and gravy.",100,10.00,30.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
86,Alain Munywe,Alain,Munywe,0794919966,965 Ngong Rd,Apt 93,17110,Machakos,Moiben,1,644,2024-12-09 11:43:05,2024-12-10 11:30:30,2024-12-12 08:21:20,3,86,620,4,4,4,3,The loyalty program is rewarding.,P079,1,50.00,Chechebsa,Flatbread pieces mixed with spiced clarified butter.,80,20.00,50.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
86,Alain Munywe,Alain,Munywe,0794919966,965 Ngong Rd,Apt 93,17110,Machakos,Moiben,1,644,2024-12-09 11:43:05,2024-12-10 11:30:30,2024-12-12 08:21:20,3,86,620,4,4,4,3,The loyalty program is rewarding.,P051,5,200.00,Kuku na Ugali,Chicken served with ugali.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
86,Alain Munywe,Alain,Munywe,0794919966,965 Ngong Rd,Apt 93,17110,Machakos,Moiben,1,644,2024-12-09 11:43:05,2024-12-10 11:30:30,2024-12-12 08:21:20,3,86,620,4,4,4,3,The loyalty program is rewarding.,P008,4,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
137,Pauline Zuma,Pauline,Zuma,0793034652,871 Kileleshwa Rd,Apt 57,75765,Eldoret,Turbo,1,701,2025-05-18 11:33:16,2025-05-20 10:07:49,2025-05-23 10:39:40,5,137,990,3,3,4,3,Fresh ingredients used.,P027,1,200.00,Nyama Stew,"Beef stew cooked with potatoes, carrots, and peas.",60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
137,Pauline Zuma,Pauline,Zuma,0793034652,871 Kileleshwa Rd,Apt 57,75765,Eldoret,Turbo,1,701,2025-05-18 11:33:16,2025-05-20 10:07:49,2025-05-23 10:39:40,5,137,990,3,3,4,3,Fresh ingredients used.,P060,4,60.00,Maharagwe na Matoke,Beans served with plantains.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",5,Cancelled,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
6,[Business] Leopard Beach Suites,Wanjiku,Mutua,0798171425,316 Jogoo Rd,Apt 66,83953,Nyeri,Langata,1,714,2021-08-31 11:25:14,2021-09-03 22:18:37,2021-09-02 09:04:09,3,6,38,5,5,5,5,Clean and tidy.,P040,6,200.00,Nyama na Wali,Beef served with rice.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
6,[Business] Leopard Beach Suites,Wanjiku,Mutua,0798171425,316 Jogoo Rd,Apt 66,83953,Nyeri,Langata,1,714,2021-08-31 11:25:14,2021-09-03 22:18:37,2021-09-02 09:04:09,3,6,38,5,5,5,5,Clean and tidy.,P003,4,300.00,Nyama Choma,"Grilled meat, typically goat or beef, seasoned with salt and spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
6,[Business] Leopard Beach Suites,Wanjiku,Mutua,0798171425,316 Jogoo Rd,Apt 66,83953,Nyeri,Langata,1,714,2021-08-31 11:25:14,2021-09-03 22:18:37,2021-09-02 09:04:09,3,6,38,5,5,5,5,Clean and tidy.,P092,8,100.00,Bobotie,"A spiced minced meat dish baked with an egg-based topping, often served with yellow rice.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
440,Michelle Mandela,Michelle,Mandela,0751516681,107 Kisumu Ave,Apt 55,24242,Garissa,Langata,0,774,2023-10-09 11:28:48,2023-10-10 09:12:45,2023-10-15 06:51:05,2,440,3196,2,2,2,2,Reservation was lost.,P003,8,300.00,Nyama Choma,"Grilled meat, typically goat or beef, seasoned with salt and spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
411,Amina Ochieng,Amina,Ochieng,0784733577,722 Mbagathi Way,Apt 64,24173,Mandera,Kisumu Central,0,788,2024-08-08 09:23:27,2024-08-11 06:44:23,,4,411,2989,3,2,3,3,Food was undercooked.,P095,3,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
411,Amina Ochieng,Amina,Ochieng,0784733577,722 Mbagathi Way,Apt 64,24173,Mandera,Kisumu Central,0,788,2024-08-08 09:23:27,2024-08-11 06:44:23,,4,411,2989,3,2,3,3,Food was undercooked.,P059,2,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
591,[Business] Ole Sereni Residences,Alain,Mbeki,0703831763,816 Koinange St,Apt 77,30394,Nyeri,Kisumu East,0,803,2025-05-02 06:32:48,2025-05-06 14:15:41,,2,591,4219,2,2,2,2,The bread was stale.,P046,8,200.00,Nyama na Chapati,Beef served with chapati.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
591,[Business] Ole Sereni Residences,Alain,Mbeki,0703831763,816 Koinange St,Apt 77,30394,Nyeri,Kisumu East,0,803,2025-05-02 06:32:48,2025-05-06 14:15:41,,2,591,4219,2,2,2,2,The bread was stale.,P074,7,70.00,Shiro,Chickpea stew seasoned with berbere and other spices.,80,30.00,70.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
591,[Business] Ole Sereni Residences,Alain,Mbeki,0703831763,816 Koinange St,Apt 77,30394,Nyeri,Kisumu East,0,803,2025-05-02 06:32:48,2025-05-06 14:15:41,,2,591,4219,2,2,2,2,The bread was stale.,P010,3,20.00,Mandazi,"Fried dough snack, similar to a doughnut.",100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
572,[Business] Neptune Manor,Achieng,Njoroge,0707796657,105 Langata Rd,Apt 100,1066,Laikipia,Eldoret West,1,808,2022-05-28 16:07:56,2022-06-01 20:15:20,2022-05-31 13:07:35,2,572,4096,4,5,3,3,The reservation process was smooth.,P029,1,50.00,Sukuma na Ugali,Collard greens served with ugali.,100,20.00,50.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
572,[Business] Neptune Manor,Achieng,Njoroge,0707796657,105 Langata Rd,Apt 100,1066,Laikipia,Eldoret West,1,808,2022-05-28 16:07:56,2022-06-01 20:15:20,2022-05-31 13:07:35,2,572,4096,4,5,3,3,The reservation process was smooth.,P047,7,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,3,0700000003,Thika Road Mall,Thika Road,00100,Nairobi,Kasarani
